3
126
0 4 48 720
0 4 144 720
0 4 240 720
0 4 336 720
0 4 432 720
0 4 528 720
0 4 624 720
0 4 720 720
0 4 816 720
0 4 912 720
0 4 1008 720
0 4 1104 720
0 4 1200 720
0 4 1296 720
0 4 1392 720
0 4 1488 720
0 4 1584 720
0 4 1680 720
0 1 48 768
0 1 144 768
0 1 240 768
0 1 336 768
0 1 432 768
0 1 528 768
0 1 624 768
0 1 720 768
0 1 816 768
0 1 912 768
0 1 1008 768
0 1 1104 768
0 1 1200 768
0 1 1296 768
0 1 1392 768
0 1 1488 768
0 1 1488 816
0 1 1392 816
0 1 1296 816
0 1 1200 816
0 1 1104 816
0 1 1008 816
0 1 912 816
0 1 816 816
0 1 720 816
0 1 624 816
0 1 528 816
0 1 432 816
0 1 336 816
0 1 240 816
0 1 144 816
0 1 48 816
0 1 48 864
0 1 144 864
0 1 240 864
0 1 336 864
0 1 432 864
0 1 528 864
0 1 624 864
0 1 720 864
0 1 816 864
0 1 912 864
0 1 1008 864
0 1 1104 864
0 1 1200 864
0 1 1296 864
0 1 1392 864
0 1 1488 864
0 1 48 960
0 1 48 912
0 1 144 912
0 1 144 960
0 1 240 1008
0 1 240 960
0 1 240 912
0 1 336 960
0 1 336 912
0 1 432 960
0 1 432 912
0 1 528 1008
0 1 528 960
0 1 528 912
0 1 624 960
0 1 624 912
0 1 720 960
0 1 720 912
0 1 816 1008
0 1 816 960
0 1 816 912
0 1 912 960
0 1 912 912
0 1 1008 960
0 1 1008 912
0 1 1104 960
0 1 1104 912
0 1 1200 960
0 1 1200 912
0 1 1296 960
0 1 1296 912
0 1 1392 960
0 1 1392 912
0 1 1488 912
1 1 1656 1008
1 1 120 1008
1 1 168 1008
1 1 312 1008
1 1 360 1008
1 1 600 1008
1 1 648 1008
1 1 984 1008
1 1 1032 1008
1 1 1176 1008
1 1 1224 1008
1 1 1704 1008
0 2 1296 1008
0 2 1104 1008
0 2 912 1008
0 2 720 1008
0 2 432 1008
0 2 48 1008
1 1 1656 960
1 1 1752 1008
1 1 1800 1008
0 1 1728 960
0 1 1872 1008
1 1 1800 960
1 1 1848 960
1 1 1896 960
85
0 1 144 912
0 2 960 912
0 1 1536 864
0 1 1584 960
0 2 288 696
0 2 672 696
0 2 768 696
0 1 48 1056
0 1 240 1008
0 1 336 864
0 1 576 984
0 1 816 840
0 1 864 1008
0 1 1200 984
0 2 1152 696
0 2 1248 696
0 2 1392 696
0 2 1680 696
0 2 192 696
0 0 1008 696
0 0 912 696
1 1 1320 696
1 3 1608 696
1 3 1752 696
1 1 408 984
1 1 696 792
1 1 696 936
1 1 960 768
1 1 1056 960
1 1 1224 840
1 1 1392 936
1 0 840 744
1 0 1080 744
1 0 1128 744
1 0 792 744
0 4 1200 744
0 4 720 744
0 4 624 744
0 4 1296 744
1 0 600 696
0 2 288 744
0 1 192 744
0 1 336 912
1 1 408 912
1 2 120 696
1 2 120 744
0 1 144 1056
0 1 960 960
0 1 1632 744
0 1 1728 744
0 1 1392 744
0 1 1152 888
0 1 1344 1008
0 1 1680 888
0 1 1536 1032
0 1 672 1032
1 1 624 864
1 1 840 912
1 0 360 696
1 0 1512 696
1 0 1896 696
1 0 24 696
0 1 1488 744
0 1 768 792
0 1 624 792
0 1 1200 792
0 1 1296 792
0 1 1104 792
0 1 1392 792
0 1 1488 792
0 1 1632 792
0 1 1728 792
0 1 288 792
0 1 144 792
1 1 216 792
1 0 1896 744
1 0 24 744
1 0 552 696
1 0 840 696
1 0 1080 696
1 0 1176 936
1 0 672 864
0 2 1680 840
0 2 1872 1008
0 1 960 816
74
0 0 864 600
0 0 960 600
0 0 1056 600
0 0 768 600
0 1 1152 600
0 1 1200 648
0 1 1248 696
0 1 672 600
0 1 624 648
0 1 576 696
0 2 576 600
0 2 528 648
0 2 480 696
0 2 432 648
0 2 480 600
0 1 384 600
0 1 336 648
0 1 384 696
0 1 1296 648
0 1 1248 600
0 1 1344 600
0 3 1392 648
0 3 720 648
0 3 1104 648
1 1 792 648
1 1 1032 648
1 1 1416 600
1 1 312 600
1 1 312 696
0 1 1488 600
0 1 240 648
0 2 240 696
0 3 240 600
0 3 144 600
0 3 144 648
0 3 144 696
0 3 672 696
0 1 48 600
0 1 48 648
0 1 48 696
0 1 1584 600
0 1 1584 648
0 1 1488 648
0 1 1680 648
0 1 1680 600
0 1 1776 600
0 1 1872 600
0 1 1872 648
0 1 1776 648
0 1 1344 696
0 1 1440 696
0 1 1536 696
0 1 1632 696
0 1 1728 696
0 1 1824 696
0 1 1152 696
0 2 912 792
0 2 912 744
0 2 912 696
0 2 912 648
0 2 912 840
0 2 912 888
0 1 768 696
0 1 768 744
0 1 1056 696
0 1 1056 744
0 1 1056 792
0 1 1056 840
0 1 1056 888
0 1 768 792
0 1 768 840
0 1 912 936
1 0 840 648
1 0 984 648
